WORKSHEET NO:;bugatti;SUPP:;DATE;GROUP;DELIVERY;STYLE NO:;DELIVERY TO:;COMBINATION :;ARTICLE;LAST/ SIZE;CODE;EAS from OLAP:;ORDER NO:;material1;color1;supplier1;material2;color2;supplier2;material3;color3;supplier3;material4;color4;supplier4;LINING material;composition;LINING colour;supplier;LINING warm (y/n);EVA CUP;INSOCK material;composition;INSOCK colour;supplier;INSOCK warm         (y/n);removable[yes/no];OUTSOLE /NAME;material;OUTSOLE /colour;supplier;LABEL INSOCK;Label colour;SIDE LOGO;HEEL HEIGHT;LACES /ELASTICcolour;EYELETS colour;STITCHING;DECO STITCHING;FINISH;LAST WIDTH;UPPER WIDTH;UPPER HEIGHT;HANG TAG;BUCKLE / VELCROcolour;;;
246-HW 2013-14;city men PRE-collection;300;12/14/2015;Renato LC;;6235-V1;Fix in Pirmasens;;311 131 01 1100 6300;PH8187 Renato LC  42;;13 Herren Schnürer;;Calf Jones;cognac;300;;;;;;;;;;Synthetik Dora PU;SF 9 Synthetik Dora PU marine / K19 ocean;Marine;Wilhelm;NO;NO;Genial Insole leather;leather;Marine ;300;NO;Yes;Renato LC Sample; Leather / PVC;natural ,welt:TDM ;vinere:natural ,toplift colored :blue;S.G.M;bugatti  GENIAL  INSOLE;black;hot stamp;24mm;3mm round waxed cotton dark blue;blind eyelets  ;TKT40 Z844;;like Finish trial B;Normal;;;Genial insole / Easy change / hand finish;;;;
